Region,Provider,Specialty,KPI Value,KPI Name,Date
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Ophthalmology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Oral Surgery,26 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Orthopaedics,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatrics,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Cardiac Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Cardiology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Clinical Haematology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Dentistry,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Dermatology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Ear Nose and Throat,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Endocrinology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Gastroenterology,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Immunology and Allergy,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Inherited Metabolic Medicine,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Nephrology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Neurology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Neurosurgery,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Ophthalmology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Oral and Maxillofacial Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Orthopaedics,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Plastic Surgery,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Respiratory Medicine,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Rheumatology,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Surgery,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Paediatric Urology,24 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Pain Management,10 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Respiratory,20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Respiratory Physiology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Restorative Dentistry,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Rheumatology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Special Care Dentistry,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Spinal Surgery,13 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Stroke Medicine,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Thoracic Surgery,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Bristol and Weston NHS Foundation Trust,Upper Gastrointestinal Surgery,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Cardiac Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Cardiology,15 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Colorectal,19 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Dermatology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,"Ear, Nose and Throat",20 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Gastroenterology,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,General Medicine,14 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,General Surgery,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Gynaecology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Haematology,9 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Maxillofacial Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Neurology,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Ophthalmology,12 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Oral Surgery,8 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Orthopaedics,22 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Paediatrics,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Paediatric Surgery,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Respiratory,18 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Rheumatology,11 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Upper Gastrointestinal Surgery,23 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Urology,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Dorset NHS Foundation Trust,Vascular,16 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Plymouth NHS Trust,Breast,n/a,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Plymouth NHS Trust,Cardiology,21 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
South West,University Hospitals Plymouth NHS Trust,Colorectal,17 ,Average waiting time for treatment at this hospital for this specialty,2024-10-06
